EM_HAUL_PK,VESSEL_ID,ORIGINAL_EM_TRIP_NUMBER,EM_TRIP_NUMBER,ODDS_TRIP_NUMBER,TRIP_START_DATE,EM_HAUL_NUMBER,RETRIEVAL_START_DATE,RETRIEVAL_END_DATE,SAMPLED_FLAG,AGENCY_GEAR_ID,AGENCY_GEAR_CODE,EM_GEAR_CODE,EM_GEAR_NAME,OBS_VESSEL_TYPE,HAUL_PURPOSE_CODE,FMP_AREA_ID,FMP_SUB_AREA_ID,FMP_SUB_AREA_CODE,REPORTING_AREA_ID,REPORTING_AREA_CODE,ADFG_STAT_AREA_ID,ADFG_STAT_AREA_CODE,CRITICAL_HABITAT_AREA_ID,CRITICAL_HABITAT_AREA_CODE,SPECIAL_AREA_ID,SPECIAL_AREA_CODE,COBLZ_FLAG,RETRIEVAL_START_LATITUDE_DD,RETRIEVAL_START_LONGITUDE_DD,RETRIEVAL_END_LATITUDE_DD,RETRIEVAL_END_LONGITUDE_DD,PROCESSING_SECTOR,HARVEST_SECTOR,TOTAL_GROUNDFISH_WEIGHT_MT,RETAINED_GROUNDFISH_WEIGHT_MT,TARGET_FISHERY_CODE,TRIP_TARGET_CODE,TRIP_TARGET_DATE,YEAR,GEAR_PERFORMANCE,GEAR_PERFORMANCE_DESCRIPTION,FILE_IMPORT_DATE,IMPORT_PROCESSED_DATE,LAST_MODIFIED_DATE_HAUL,USER_REQUESTED_COVERAGE,INHERIT_OBSERVER_COVERAGE,RANDOM_NUMBER_USED,EFFECTIVE_RATE,TRIP_TOTAL_HAULS_POTS,TRIP_SAMPLED_HAULS_POTS,CATCH_REPORT_SPECIES_FACT_PK,OBS_SPECIES_CODE,AGENCY_SPECIES_ID,AGENCY_SPECIES_CODE,SPECIES_GROUP_ID,SPECIES_GROUP_CODE,EXTRAPOLATED_WEIGHT_MT,EXTRAPOLATED_WEIGHT_KG,EXTRAPOLATED_NUMBER,PERCENT_RETAINED,LAST_MODIFIED_DATE_SPECIES,AKFIN_VDATE,OBS_VESSEL_ID,ADFG_VESSEL_ID,OBS_VESSEL_TYPE_DESC,OBS_GEAR_CODE,OBS_GEAR_DESCRIPTION,FMP_AREA,FMP_SUBAREA,OBS_SPECIES_NAME,AGENCY_SPECIES_NAME,HAUL_PURPOSE_DESCRIPTION,HAUL_TARGET_NAME,TRIP_TARGET_NAME,TOTAL_SPECIES_DEPREDATED,NUMBER_OF_POTS_IN_SAMPLED_STRING,NUMBER_OF_SAMPLED_STRINGS,NUMBER_OF_NON_SAMPLED_STRINGS,TOTAL_STRINGS_IN_TRIP,AKR_VES_LENGTH
121326,651,22_RUFFANDREDDY05.01,2205.01,146074,2/1/2022 16:09,229428,2/1/2022 22:55,2/1/2022 22:58,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3920,525902,0,N/A,0,N/A,N,59.13,-152.13771,59.13,-152.13733,S,CV,0.1763064,0.1763064,C,C,2/1/2022 0:00,2022,1,No problems,8/9/2022 17:30,8/11/2022 10:29,8/11/2022 10:29,N,N,20.41,30,284,94,84682813,202,2,110,2,PCOD,0.16749,167.49,45,100,8/11/2022 10:29,10/26/2022 6:30,A159,53,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,90
112480,2124,22_DELIVERANCE05.01,2205.01,145364,1/22/2022 17:02,219063,1/26/2022 16:13,1/26/2022 16:14,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.12,-151.60355,57.12,-151.60332,S,CV,0.01861,0.01861,C,C,1/22/2022 0:00,2022,1,No problems,7/12/2022 17:30,7/13/2022 11:04,7/13/2022 11:04,N,N,10.28,30,461,151,82440276,202,2,110,2,PCOD,0.01861,18.61,5,100,7/13/2022 11:04,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
112235,2124,22_DELIVERANCE05.01,2205.01,145364,1/22/2022 17:02,218818,1/25/2022 12:09,1/25/2022 12:10,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.1,-151.64826,57.1,-151.64894,S,CV,0.11166,0.1083102,C,C,1/22/2022 0:00,2022,1,No problems,7/12/2022 17:30,7/13/2022 11:04,7/13/2022 11:04,N,N,10.28,30,461,151,82440004,202,2,110,2,PCOD,0.11166,111.66,30,97,7/13/2022 11:04,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
121775,2124,22_DELIVERANCE07.01,2207.01,146202,2/12/2022 2:42,230046,2/13/2022 3:21,2/13/2022 3:22,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.11,-151.63374,57.11,-151.63329,S,CV,0.163768,0.163768,C,C,2/12/2022 0:00,2022,1,No problems,8/16/2022 17:30,8/17/2022 8:41,8/17/2022 8:41,N,N,18.36,30,289,93,85282536,202,2,110,2,PCOD,0.163768,163.768,44,100,8/17/2022 8:41,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
109698,2124,22_DELIVERANCE03.01,2203.01,144903,1/10/2022 7:20,216071,1/11/2022 4:16,1/11/2022 4:18,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.17,-151.48611,57.17,-151.4851,S,CV,0.09305,0.09305,C,C,1/10/2022 0:00,2022,1,No problems,6/24/2022 17:30,6/25/2022 21:03,6/25/2022 21:03,N,N,9.78,30,406,134,81568373,202,2,110,2,PCOD,0.09305,93.05,25,100,6/25/2022 21:03,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
120961,3297,22_SUMNERSTRAIT06.01,2206.01,146249,2/7/2022 6:49,229063,2/8/2022 6:07,2/8/2022 6:09,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3978,535732,0,N/A,0,N/A,N,57.99,-153.37085,57.99,-153.37187,S,CV,0.104216,0.104216,C,C,2/7/2022 0:00,2022,1,No problems,8/7/2022 17:31,8/8/2022 11:06,8/8/2022 11:06,N,N,25.03,30,228,76,84387645,202,2,110,2,PCOD,0.104216,104.216,28,100,8/8/2022 11:06,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
110839,3297,22_SUMNERSTRAIT03.01,2203.01,145063,1/14/2022 10:20,217240,1/16/2022 10:22,1/16/2022 10:24,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,57.97,-152.67294,57.97,-152.67281,S,CV,0.022332,0.022332,C,C,1/14/2022 0:00,2022,1,No problems,6/28/2022 17:30,6/29/2022 7:52,6/29/2022 7:52,N,N,10.96,30,610,202,81728863,202,2,110,2,PCOD,0.022332,22.332,6,100,6/29/2022 7:52,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
111108,3297,22_SUMNERSTRAIT04.01,2204.01,145220,1/18/2022 16:59,217543,1/19/2022 4:20,1/19/2022 4:21,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,57.9,-152.70174,57.9,-152.70219,S,CV,0.052108,0.052108,C,C,1/18/2022 0:00,2022,1,No problems,7/5/2022 17:30,7/7/2022 10:54,7/7/2022 10:54,N,N,27.95,30,105,35,82100886,202,2,110,2,PCOD,0.052108,52.108,14,100,7/7/2022 10:54,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
111198,3297,22_SUMNERSTRAIT04.01,2204.01,145220,1/18/2022 16:59,217633,1/19/2022 12:01,1/19/2022 12:03,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3907,525805,0,N/A,0,N/A,N,58.05,-152.54103,58.05,-152.54075,S,CV,0.026054,0.026054,C,C,1/18/2022 0:00,2022,1,No problems,7/5/2022 17:30,7/7/2022 10:54,7/7/2022 10:54,N,N,27.95,30,105,35,82101037,202,2,110,2,PCOD,0.026054,26.054,7,100,7/7/2022 10:54,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
108517,3297,22_SUMNERSTRAIT02.01,2202.01,145061,1/6/2022 3:05,214837,1/6/2022 19:07,1/6/2022 19:08,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,58,-152.62237,58,-152.62199,S,CV,0.0937077,0.09305,C,C,1/6/2022 0:00,2022,1,No problems,6/20/2022 17:30,6/21/2022 9:20,6/21/2022 9:20,N,N,2.15,30,339,112,81384910,202,2,110,2,PCOD,0.09305,93.05,25,100,6/21/2022 9:20,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
122386,2124,22_DELIVERANCE08.01,2208.01,146367,2/14/2022 5:46,231094,2/14/2022 17:50,2/14/2022 17:52,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.13,-151.5963,57.13,-151.59602,S,CV,0.174934,0.174934,C,C,2/14/2022 0:00,2022,1,No problems,8/23/2022 17:30,8/24/2022 11:01,8/24/2022 11:01,N,N,25.58,30,321,107,85938038,202,2,110,2,PCOD,0.174934,174.934,47,100,8/24/2022 11:01,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
121009,3297,22_SUMNERSTRAIT06.01,2206.01,146249,2/7/2022 6:49,229111,2/8/2022 12:39,2/8/2022 12:41,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3980,535734,0,N/A,0,N/A,N,57.98,-153.06715,57.98,-153.0696,S,CV,0.040942,0.040942,C,C,2/7/2022 0:00,2022,1,No problems,8/7/2022 17:31,8/8/2022 11:06,8/8/2022 11:06,N,N,25.03,30,228,76,84387715,202,2,110,2,PCOD,0.040942,40.942,11,100,8/8/2022 11:06,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
110980,3297,22_SUMNERSTRAIT03.01,2203.01,145063,1/14/2022 10:20,217381,1/17/2022 9:04,1/17/2022 9:05,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,57.99,-152.64829,57.99,-152.64796,S,CV,0.03722,0.03722,C,C,1/14/2022 0:00,2022,1,No problems,6/28/2022 17:30,6/29/2022 7:52,6/29/2022 7:52,N,N,10.96,30,610,202,81729090,202,2,110,2,PCOD,0.03722,37.22,10,100,6/29/2022 7:52,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
108529,3297,22_SUMNERSTRAIT02.01,2202.01,145061,1/6/2022 3:05,214849,1/7/2022 5:41,1/7/2022 5:43,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,57.94,-152.62363,57.94,-152.62336,S,CV,0.033498,0.033498,C,C,1/6/2022 0:00,2022,1,No problems,6/20/2022 17:30,6/21/2022 9:20,6/21/2022 9:20,N,N,2.15,30,339,112,81384930,202,2,110,2,PCOD,0.033498,33.498,9,100,6/21/2022 9:20,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
108673,3297,22_SUMNERSTRAIT02.01,2202.01,145061,1/6/2022 3:05,214993,1/7/2022 19:28,1/7/2022 19:30,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,57.98,-152.66294,57.98,-152.6635,S,CV,0.063274,0.063274,C,C,1/6/2022 0:00,2022,1,No problems,6/20/2022 17:30,6/21/2022 9:20,6/21/2022 9:20,N,N,2.15,30,339,112,81385147,202,2,110,2,PCOD,0.063274,63.274,17,100,6/21/2022 9:20,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
120976,3297,22_SUMNERSTRAIT06.01,2206.01,146249,2/7/2022 6:49,229078,2/8/2022 9:02,2/8/2022 9:03,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3980,535734,0,N/A,0,N/A,N,57.99,-153.141,57.99,-153.14108,S,CV,0.066996,0.066996,C,C,2/7/2022 0:00,2022,1,No problems,8/7/2022 17:31,8/8/2022 11:06,8/8/2022 11:06,N,N,25.03,30,228,76,84387665,202,2,110,2,PCOD,0.066996,66.996,18,100,8/8/2022 11:06,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
110929,3297,22_SUMNERSTRAIT03.01,2203.01,145063,1/14/2022 10:20,217330,1/17/2022 4:27,1/17/2022 4:28,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3898,525731,0,N/A,0,N/A,N,57.9,-152.66972,57.9,-152.66962,S,CV,0.0571454,0.05583,C,C,1/14/2022 0:00,2022,1,No problems,6/28/2022 17:30,6/29/2022 7:52,6/29/2022 7:52,N,N,10.96,30,610,202,81729006,202,2,110,2,PCOD,0.05583,55.83,15,100,6/29/2022 7:52,10/26/2022 6:30,23258,23258,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
109683,2124,22_DELIVERANCE03.01,2203.01,144903,1/10/2022 7:20,216056,1/11/2022 3:41,1/11/2022 3:43,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.16,-151.51513,57.16,-151.51427,S,CV,0.137714,0.137714,C,C,1/10/2022 0:00,2022,1,No problems,6/24/2022 17:30,6/25/2022 21:03,6/25/2022 21:03,N,N,9.78,30,406,134,81568355,202,2,110,2,PCOD,0.137714,137.714,37,100,6/25/2022 21:03,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
109725,2124,22_DELIVERANCE03.01,2203.01,144903,1/10/2022 7:20,216098,1/11/2022 7:24,1/11/2022 7:25,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.21,-151.40407,57.21,-151.40327,S,CV,0.040942,0.040942,C,C,1/10/2022 0:00,2022,1,No problems,6/24/2022 17:30,6/25/2022 21:03,6/25/2022 21:03,N,N,9.78,30,406,134,81568404,202,2,110,2,PCOD,0.040942,40.942,11,100,6/25/2022 21:03,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
110344,2124,22_DELIVERANCE04.01,2204.01,145201,1/17/2022 6:24,216745,1/19/2022 15:32,1/19/2022 15:33,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.14,-151.56068,57.14,-151.55998,S,CV,0.078162,0.078162,C,C,1/17/2022 0:00,2022,1,No problems,6/28/2022 17:30,6/29/2022 7:52,6/29/2022 7:52,N,N,7.37,30,512,169,81728139,202,2,110,2,PCOD,0.078162,78.162,21,100,6/29/2022 7:52,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
109707,2124,22_DELIVERANCE03.01,2203.01,144903,1/10/2022 7:20,216080,1/11/2022 4:55,1/11/2022 4:56,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.2,-151.46715,57.2,-151.46622,S,CV,0.081884,0.07451444,C,C,1/10/2022 0:00,2022,1,No problems,6/24/2022 17:30,6/25/2022 21:03,6/25/2022 21:03,N,N,9.78,30,406,134,81568384,202,2,110,2,PCOD,0.081884,81.884,22,91,6/25/2022 21:03,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
122338,2124,22_DELIVERANCE08.01,2208.01,146367,2/14/2022 5:46,231046,2/15/2022 4:12,2/15/2022 4:13,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.14,-151.57148,57.14,-151.57189,S,CV,0.126548,0.126548,C,C,2/14/2022 0:00,2022,1,No problems,8/23/2022 17:30,8/24/2022 11:01,8/24/2022 11:01,N,N,25.58,30,321,107,85937990,202,2,110,2,PCOD,0.126548,126.548,34,100,8/24/2022 11:01,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
115690,2124,22_DELIVERANCE06.01,2206.01,145664,1/28/2022 5:13,223675,1/29/2022 4:58,1/29/2022 4:59,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.14,-151.54861,57.14,-151.54958,S,CV,0.107938,0.107938,C,C,1/28/2022 0:00,2022,1,No problems,8/1/2022 17:30,8/3/2022 11:06,8/3/2022 11:06,N,N,4.37,30,393,131,83981264,202,2,110,2,PCOD,0.107938,107.938,29,100,8/3/2022 11:06,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
109785,2124,22_DELIVERANCE03.01,2203.01,144903,1/10/2022 7:20,216158,1/11/2022 15:08,1/11/2022 15:09,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.16,-151.50841,57.16,-151.50778,S,CV,0.066996,0.066996,C,C,1/10/2022 0:00,2022,1,No problems,6/24/2022 17:30,6/25/2022 21:03,6/25/2022 21:03,N,N,9.78,30,406,134,81568470,202,2,110,2,PCOD,0.066996,66.996,18,100,6/25/2022 21:03,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
110266,2124,22_DELIVERANCE04.01,2204.01,145201,1/17/2022 6:24,216667,1/19/2022 4:21,1/19/2022 4:23,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.14,-151.55343,57.14,-151.55419,S,CV,0.119104,0.119104,C,C,1/17/2022 0:00,2022,1,No problems,6/28/2022 17:30,6/29/2022 7:52,6/29/2022 7:52,N,N,7.37,30,512,169,81728059,202,2,110,2,PCOD,0.119104,119.104,32,100,6/29/2022 7:52,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
122275,2124,22_DELIVERANCE08.01,2208.01,146367,2/14/2022 5:46,230983,2/15/2022 7:16,2/15/2022 7:17,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.1,-151.65307,57.1,-151.65343,S,CV,0.137714,0.137714,C,C,2/14/2022 0:00,2022,1,No problems,8/23/2022 17:30,8/24/2022 11:01,8/24/2022 11:01,N,N,25.58,30,321,107,85937927,202,2,110,2,PCOD,0.137714,137.714,37,100,8/24/2022 11:01,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
115810,2124,22_DELIVERANCE06.01,2206.01,145664,1/28/2022 5:13,223795,1/29/2022 16:25,1/29/2022 16:26,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.13,-151.59143,57.13,-151.59112,S,CV,0.085606,0.085606,C,C,1/28/2022 0:00,2022,1,No problems,8/1/2022 17:30,8/3/2022 11:06,8/3/2022 11:06,N,N,4.37,30,393,131,83981388,202,2,110,2,PCOD,0.085606,85.606,23,100,8/3/2022 11:06,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
122167,2124,22_DELIVERANCE08.01,2208.01,146367,2/14/2022 5:46,230875,2/15/2022 23:22,2/15/2022 23:23,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.13,-151.58632,57.13,-151.58572,S,CV,0.145158,0.145158,C,C,2/14/2022 0:00,2022,1,No problems,8/23/2022 17:30,8/24/2022 11:01,8/24/2022 11:01,N,N,25.58,30,321,107,85937815,202,2,110,2,PCOD,0.145158,145.158,39,100,8/24/2022 11:01,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
112526,2124,22_DELIVERANCE05.01,2205.01,145364,1/22/2022 17:02,219109,1/27/2022 4:31,1/27/2022 4:33,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.14,-151.54008,57.14,-151.53918,S,CV,0.096772,0.096772,C,C,1/22/2022 0:00,2022,1,No problems,7/12/2022 17:30,7/13/2022 11:04,7/13/2022 11:04,N,N,10.28,30,461,151,82440324,202,2,110,2,PCOD,0.096772,96.772,26,100,7/13/2022 11:04,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
109764,2124,22_DELIVERANCE03.01,2203.01,144903,1/10/2022 7:20,216137,1/11/2022 9:30,1/11/2022 9:31,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.25,-151.3897,57.25,-151.38966,S,CV,0.066996,0.066996,C,C,1/10/2022 0:00,2022,1,No problems,6/24/2022 17:30,6/25/2022 21:03,6/25/2022 21:03,N,N,9.78,30,406,134,81568445,202,2,110,2,PCOD,0.066996,66.996,18,100,6/25/2022 21:03,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
112375,2124,22_DELIVERANCE05.01,2205.01,145364,1/22/2022 17:02,218958,1/26/2022 6:17,1/26/2022 6:19,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.13,-151.59527,57.12,-151.59559,S,CV,0.07444,0.07444,C,C,1/22/2022 0:00,2022,1,No problems,7/12/2022 17:30,7/13/2022 11:04,7/13/2022 11:04,N,N,10.28,30,461,151,82440159,202,2,110,2,PCOD,0.07444,74.44,20,100,7/13/2022 11:04,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
107774,2124,22_DELIVERANCE02.01,2202.01,144902,1/5/2022 10:10,213632,1/8/2022 6:14,1/8/2022 6:16,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.22,-151.38441,57.22,-151.384,S,CV,0.133992,0.133992,C,C,1/5/2022 0:00,2022,1,No problems,6/15/2022 17:30,6/17/2022 11:15,6/17/2022 11:15,N,N,17.92,30,279,91,81298769,202,2,110,2,PCOD,0.133992,133.992,36,100,6/17/2022 11:15,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
115741,2124,22_DELIVERANCE06.01,2206.01,145664,1/28/2022 5:13,223726,1/29/2022 7:27,1/29/2022 7:28,Y,6,POT,17,SinglePotRigid,3,CA,31,31,GOA,25,630,3820,515700,0,N/A,0,N/A,N,57.08,-151.66339,57.08,-151.66373,S,CV,0.081884,0.081884,C,C,1/28/2022 0:00,2022,1,No problems,8/1/2022 17:30,8/3/2022 11:06,8/3/2022 11:06,N,N,4.37,30,393,131,83981317,202,2,110,2,PCOD,0.081884,81.884,22,100,8/3/2022 11:06,10/26/2022 6:30,5721,5721,Catcher Vessel,6,POT OR TRAP,GOA,CG,PACIFIC COD,"cod, Pacific (gray)",Catch Accounting,Pacific Cod,Pacific Cod,0,NA,NA,NA,NA,58
